Beat    Tag    Timestamp    Global_Rate    Window_Rate    Instant_Rate    Global_Accuracy    Window_Accuracy    Instant_Accuracy    Global_Power    Window_Power    Instant_Power
102    102    1526401480764027759    3.407803    3.372010    3.297797    1.000000    1.000000    1.000000    2.779267    2.820414    2.475016
103    103    1526401481067542783    3.406679    3.370275    3.294730    1.000000    1.000000    1.000000    2.800761    2.870286    4.941159
104    104    1526401481370987015    3.405585    3.368631    3.295498    1.000000    1.000000    1.000000    2.797475    2.869556    2.466951
105    105    1526401481674426789    3.404513    3.367061    3.295547    1.000000    1.000000    1.000000    2.794082    2.818499    2.449267
106    106    1526401481977497897    3.403501    3.365441    3.299556    1.000000    1.000000    1.000000    2.790728    2.816813    2.446185
107    107    1526401482280757547    3.402488    3.363740    3.297504    1.000000    1.000000    1.000000    2.787524    2.815343    2.455361
108    108    1526401482584020613    3.401494    3.362216    3.297467    1.000000    1.000000    1.000000    2.784367    2.814126    2.453962
109    109    1526401482887916928    3.400452    3.360389    3.290596    1.000000    1.000000    1.000000    2.781325    2.812817    2.460530
110    110    1526401483193130239    3.399293    3.358288    3.276397    1.000000    1.000000    1.000000    2.801086    2.861722    4.895547
111    111    1526401483497379719    3.398254    3.356495    3.286776    1.000000    1.000000    1.000000    2.797947    2.860210    2.461000
112    112    1526401483801208575    3.397277    3.354664    3.291327    1.000000    1.000000    1.000000    2.794979    2.858642    2.473014
113    113    1526401484104632641    3.396359    3.353071    3.295717    1.000000    1.000000    1.000000    2.792143    2.807066    2.481316
114    114    1526401484407867541    3.395477    3.351420    3.297773    1.000000    1.000000    1.000000    2.789324    2.806021    2.477251
115    115    1526401484711398689    3.394580    3.349732    3.294555    1.000000    1.000000    1.000000    2.786509    2.804770    2.472402
116    116    1526401485015426754    3.393651    3.347880    3.289170    1.000000    1.000000    1.000000    2.805263    2.853180    4.913214
117    117    1526401485318884902    3.392793    3.346242    3.295347    1.000000    1.000000    1.000000    2.802309    2.851918    2.466656
118    118    1526401485622099427    3.391974    3.344664    3.297995    1.000000    1.000000    1.000000    2.799282    2.850304    2.452033
119    119    1526401485925424576    3.391158    3.343123    3.296792    1.000000    1.000000    1.000000    2.796370    2.849005    2.459582
120    120    1526401486228713351    3.390359    3.341478    3.297188    1.000000    1.000000    1.000000    2.793635    2.847715    2.474602
121    121    1526401486532327791    3.389543    3.339806    3.293651    1.000000    1.000000    1.000000    2.790877    2.796439    2.466645
122    122    1526401486835973898    3.388738    3.338104    3.293307    1.000000    1.000000    1.000000    2.788140    2.795315    2.463707
123    123    1526401487139943337    3.387917    3.336376    3.289804    1.000000    1.000000    1.000000    2.805985    2.844252    4.936815
124    124    1526401487443275861    3.387167    3.334719    3.296712    1.000000    1.000000    1.000000    2.803003    2.842677    2.443167
125    125    1526401487746324720    3.386455    3.333226    3.299798    1.000000    1.000000    1.000000    2.800053    2.840719    2.440857
126    126    1526401488049514619    3.385743    3.331581    3.298263    1.000000    1.000000    1.000000    2.797260    2.839048    2.454524
127    127    1526401488352814644    3.385031    3.329946    3.297065    1.000000    1.000000    1.000000    2.794573    2.838008    2.462212
128    128    1526401488656493250    3.384298    3.328351    3.292955    1.000000    1.000000    1.000000    2.791943    2.836677    2.464454
129    129    1526401488960352232    3.383560    3.326599    3.291000    1.000000    1.000000    1.000000    2.789408    2.785793    2.471383
130    130    1526401489263870922    3.382863    3.324977    3.294690    1.000000    1.000000    1.000000    2.806343    2.834725    4.950180
131    131    1526401489567274446    3.382188    3.323382    3.295941    1.000000    1.000000    1.000000    2.803725    2.833611    2.469474
132    132    1526401489870550054    3.381533    3.321835    3.297331    1.000000    1.000000    1.000000    2.801321    2.833041    2.491958
133    133    1526401490173807370    3.380891    3.320267    3.297530    1.000000    1.000000    1.000000    2.798943    2.832371    2.490558
134    134    1526401490476827520    3.380278    3.318750    3.300111    1.000000    1.000000    1.000000    2.796585    2.831564    2.488191
135    135    1526401490780642043    3.379607    3.317058    3.291482    1.000000    1.000000    1.000000    2.794054    2.830187    2.461350
136    136    1526401491084287317    3.378961    3.315302    3.293317    1.000000    1.000000    1.000000    2.810109    2.878689    4.937801
137    137    1526401491387715466    3.378342    3.313662    3.295673    1.000000    1.000000    1.000000    2.807535    2.877389    2.463565
138    138    1526401491691289073    3.377721    3.312063    3.294094    1.000000    1.000000    1.000000    2.804985    2.826508    2.461924
139    139    1526401491994959388    3.377101    3.310410    3.293045    1.000000    1.000000    1.000000    2.802497    2.825215    2.465256
140    140    1526401492298341662    3.376513    3.308793    3.296171    1.000000    1.000000    1.000000    2.800151    2.823854    2.479674
141    141    1526401492601452187    3.375955    3.307288    3.299127    1.000000    1.000000    1.000000    2.797855    2.822246    2.481540
142    142    1526401492905132835    3.375360    3.305639    3.292933    1.000000    1.000000    1.000000    2.795480    2.820821    2.466476
143    143    1526401493209000191    3.374758    3.303945    3.290910    1.000000    1.000000    1.000000    2.810910    2.869515    4.962149
144    144    1526401493512408882    3.374202    3.302355    3.295884    1.000000    1.000000    1.000000    2.808482    2.867945    2.467111
145    145    1526401493816005114    3.373638    3.300801    3.293849    1.000000    1.000000    1.000000    2.806103    2.866739    2.469359
146    146    1526401494119467680    3.373092    3.299290    3.295299    1.000000    1.000000    1.000000    2.803865    2.816390    2.484623
147    147    1526401494422597913    3.372580    3.297724    3.298912    1.000000    1.000000    1.000000    2.801558    2.815008    2.469952
148    148    1526401494726631685    3.372006    3.296019    3.289108    1.000000    1.000000    1.000000    2.799338    2.813841    2.478902
149    149    1526401495030155251    3.371478    3.294490    3.294637    1.000000    1.000000    1.000000    2.797139    2.812863    2.476981
150    150    1526401495333671525    3.370958    3.294665    3.294716    1.000000    1.000000    1.000000    2.811895    2.863214    4.974880
